num_dealer,region_dealer,code_piece,libelle_piece,quantite_piece,prix_unitaire_ht,id_facture,date_facture,categorie_piece,taux_remise
2825,Provence-Alpes-Côte d'Azur,P2821,Embrayage,99,405.81,F889828,2019-07-01,Accessoires,49.39
6241,Auvergne-Rhône-Alpes,P2095,Embrayage,24,613.45,F781966,2020-12-11,Électronique,14.51
6491,Nouvelle-Aquitaine,P6974,Frein,83,129.18,F383846,2019-10-30,Mécanique,19.88
4396,Occitanie,P3500,Embrayage,83,596.76,F681104,2021-02-01,Accessoires,9.24
9366,Nouvelle-Aquitaine,P6551,Électronique,26,318.37,F113679,2020-05-06,Carrosserie,8.09
8445,Provence-Alpes-Côte d'Azur,P9829,Électronique,97,259.68,F347143,2021-05-03,Carrosserie,25.06
9236,Provence-Alpes-Côte d'Azur,P1163,Suspension,29,90.88,F871723,2021-10-18,Carrosserie,23.33
5950,Île-de-France,P4282,Électronique,34,739.15,F696557,2020-12-22,Mécanique,12.07
5125,Nouvelle-Aquitaine,P9128,Électronique,45,277.98,F469500,2020-11-14,Électronique,9.25
6241,Nouvelle-Aquitaine,P2543,Moteur,36,633.68,F838530,2019-03-24,Carrosserie,20.66
7112,Nouvelle-Aquitaine,P3099,Embrayage,93,278.77,F986436,2019-04-26,Carrosserie,2.8
9394,Provence-Alpes-Côte d'Azur,P2151,Pneumatique,85,772.34,F607495,2020-08-01,Accessoires,34.49
2213,Île-de-France,P3770,Frein,95,93.47,F765537,2019-09-16,Accessoires,35.49
1316,Île-de-France,P6162,Transmission,54,255.03,F907308,2020-09-22,Accessoires,7.4
6851,Île-de-France,P8424,Pneumatique,71,921.02,F105062,2021-09-10,Électronique,36.32
4203,Occitanie,P8770,Pneumatique,22,377.58,F494180,2019-10-01,Mécanique,15.45
5330,Auvergne-Rhône-Alpes,P5906,Électronique,85,445.36,F605322,2021-02-16,Électronique,20.27
2232,Île-de-France,P7790,Pneumatique,99,579.03,F657010,2021-04-30,Mécanique,48.46
6060,Auvergne-Rhône-Alpes,P9664,Pneumatique,91,424.8,F589572,2019-11-30,Mécanique,0.27
6163,Provence-Alpes-Côte d'Azur,P8517,Frein,15,624.43,F609993,2020-06-18,Électronique,33.49
6355,Nouvelle-Aquitaine,P4020,Moteur,74,843.35,F901836,2019-11-03,Carrosserie,20.28
6246,Île-de-France,P3619,Moteur,56,259.09,F883712,2019-07-31,Carrosserie,26.88
4374,Nouvelle-Aquitaine,P8260,Embrayage,41,277.05,F794291,2021-05-24,Carrosserie,19.33
8467,Nouvelle-Aquitaine,P9974,Suspension,39,648.62,F746275,2020-03-21,Accessoires,11.31
9685,Occitanie,P6339,Transmission,66,842.12,F453564,2020-02-29,Électronique,15.59
2467,Île-de-France,P6829,Suspension,82,898.64,F147364,2020-03-15,Mécanique,22.79
5103,Occitanie,P1245,Embrayage,94,197.2,F796485,2021-03-07,Mécanique,15.61
2897,Provence-Alpes-Côte d'Azur,P9108,Transmission,58,638.86,F784440,2019-08-10,Carrosserie,45.34
2875,Occitanie,P3996,Pneumatique,14,861.98,F898426,2021-02-21,Carrosserie,49.91
8443,Provence-Alpes-Côte d'Azur,P7003,Électronique,84,869.36,F803000,2020-03-11,Accessoires,43.89
4331,Provence-Alpes-Côte d'Azur,P4222,Frein,40,523.6,F741625,2021-06-24,Mécanique,47.01
2386,Occitanie,P8305,Pneumatique,69,713.73,F671352,2020-02-15,Électronique,31.36
4700,Occitanie,P4775,Pneumatique,36,651.82,F268248,2020-12-11,Mécanique,48.25
4711,Provence-Alpes-Côte d'Azur,P7961,Moteur,61,144.29,F443588,2021-01-04,Électronique,16.21
4996,Occitanie,P7803,Embrayage,33,969.22,F626709,2019-01-10,Carrosserie,21.41
8035,Provence-Alpes-Côte d'Azur,P7815,Frein,24,54.83,F163264,2020-04-15,Carrosserie,41.61
2015,Île-de-France,P6572,Électronique,2,640.25,F380046,2019-10-08,Accessoires,2.68
6462,Occitanie,P7275,Électronique,43,944.31,F680765,2019-06-13,Mécanique,25.72
8856,Occitanie,P1678,Suspension,93,753.17,F807421,2021-02-23,Électronique,6.08
3790,Auvergne-Rhône-Alpes,P7616,Pneumatique,23,293.29,F884039,2019-05-19,Électronique,20.89
6603,Nouvelle-Aquitaine,P8707,Électronique,65,763.47,F408718,2020-02-16,Carrosserie,49.46
6625,Occitanie,P5554,Électronique,43,917.03,F627757,2019-09-29,Carrosserie,32.58
4101,Provence-Alpes-Côte d'Azur,P1011,Embrayage,25,209.33,F121586,2021-12-01,Électronique,44.28
2064,Nouvelle-Aquitaine,P7405,Électronique,54,671.69,F968490,2021-10-27,Carrosserie,49.11
4489,Provence-Alpes-Côte d'Azur,P4428,Embrayage,94,77.99,F819202,2021-09-06,Carrosserie,38.6
9465,Occitanie,P8823,Suspension,43,336.41,F840555,2020-09-02,Carrosserie,43.9
9468,Occitanie,P7185,Pneumatique,46,228.41,F846340,2021-12-30,Carrosserie,46.45
9273,Provence-Alpes-Côte d'Azur,P6099,Électronique,21,530.87,F239725,2019-10-16,Mécanique,14.66
5035,Île-de-France,P7830,Pneumatique,74,650.72,F787012,2019-01-25,Électronique,35.87
6119,Île-de-France,P5388,Électronique,67,547.38,F731462,2020-01-03,Carrosserie,22.55
1091,Nouvelle-Aquitaine,P8004,Électronique,28,779.85,F861150,2021-07-16,Électronique,15.18
3318,Provence-Alpes-Côte d'Azur,P9074,Moteur,43,545.51,F918475,2021-07-24,Accessoires,9.51
3399,Île-de-France,P6459,Embrayage,3,467.91,F153128,2020-04-26,Accessoires,19.38
6896,Occitanie,P1033,Embrayage,44,887.72,F111501,2021-10-23,Carrosserie,38.8
5117,Occitanie,P7593,Frein,65,150.07,F973615,2019-11-30,Mécanique,39.71
5649,Occitanie,P9384,Moteur,18,371.9,F141636,2020-01-22,Électronique,40.34
8284,Provence-Alpes-Côte d'Azur,P2149,Pneumatique,81,660.15,F109594,2019-05-29,Carrosserie,36.13
2435,Auvergne-Rhône-Alpes,P9263,Transmission,85,625.66,F144567,2020-02-03,Électronique,0.98
5728,Auvergne-Rhône-Alpes,P1516,Moteur,3,689.96,F831978,2020-02-17,Électronique,21.11
5462,Île-de-France,P6734,Électronique,73,901.76,F750541,2020-07-24,Carrosserie,5.97
3564,Nouvelle-Aquitaine,P4029,Embrayage,74,164.29,F829874,2021-06-19,Mécanique,49.76
7031,Provence-Alpes-Côte d'Azur,P8004,Frein,53,278.21,F530102,2021-09-07,Mécanique,24.17
4857,Auvergne-Rhône-Alpes,P9626,Transmission,35,902.14,F199077,2020-11-27,Électronique,4.09
9189,Nouvelle-Aquitaine,P3898,Transmission,33,839.01,F105817,2019-07-07,Électronique,21.78
4026,Occitanie,P7402,Transmission,23,481.45,F202245,2021-07-13,Électronique,42.73
8777,Occitanie,P4257,Transmission,63,410.25,F391472,2020-03-11,Électronique,9.28
1573,Provence-Alpes-Côte d'Azur,P9048,Frein,98,848.75,F243624,2019-05-29,Électronique,23.66
7737,Occitanie,P3739,Transmission,31,155.59,F523914,2021-08-19,Carrosserie,30.73
2448,Île-de-France,P6067,Suspension,13,754.49,F832358,2020-09-19,Mécanique,19.78
3120,Nouvelle-Aquitaine,P9165,Frein,27,685.42,F137640,2020-12-10,Carrosserie,26.66
7182,Provence-Alpes-Côte d'Azur,P5042,Moteur,41,718.66,F370938,2021-07-15,Accessoires,2.93
4805,Île-de-France,P6488,Pneumatique,2,976.4,F288503,2021-07-08,Carrosserie,19.57
8181,Provence-Alpes-Côte d'Azur,P5712,Moteur,91,982.91,F875750,2020-01-14,Mécanique,33.56
5610,Île-de-France,P6101,Suspension,31,941.03,F442300,2021-03-03,Carrosserie,12.35
4389,Nouvelle-Aquitaine,P1151,Pneumatique,81,146.24,F882720,2019-09-03,Accessoires,32.12
5546,Auvergne-Rhône-Alpes,P7981,Embrayage,12,119.99,F253642,2021-09-25,Accessoires,1.74
1599,Nouvelle-Aquitaine,P6238,Frein,33,593.36,F752181,2019-04-22,Mécanique,42.15
6555,Provence-Alpes-Côte d'Azur,P6197,Frein,78,644.79,F434918,2020-04-01,Électronique,28.44
6675,Occitanie,P2131,Frein,93,285.73,F446475,2021-09-16,Électronique,34.38
1791,Île-de-France,P4804,Électronique,36,328.42,F705542,2020-08-11,Carrosserie,28.93
1791,Nouvelle-Aquitaine,P1185,Suspension,98,465.71,F993609,2021-04-29,Carrosserie,35.68
2465,Provence-Alpes-Côte d'Azur,P1317,Transmission,72,707.04,F990909,2021-06-29,Mécanique,48.19
3063,Nouvelle-Aquitaine,P9540,Frein,59,749.7,F623368,2020-03-18,Électronique,37.09
1196,Nouvelle-Aquitaine,P6184,Suspension,50,767.52,F403987,2019-06-25,Carrosserie,31.72
3955,Occitanie,P6326,Suspension,8,239.38,F500247,2020-10-26,Accessoires,7.13
9333,Occitanie,P9625,Pneumatique,77,426.72,F379279,2020-05-11,Accessoires,49.37
4171,Île-de-France,P9404,Frein,98,839.91,F614633,2021-10-23,Carrosserie,8.85
2697,Provence-Alpes-Côte d'Azur,P4470,Suspension,30,299.11,F899690,2019-08-30,Carrosserie,4.75
3270,Provence-Alpes-Côte d'Azur,P5158,Frein,83,626.69,F109032,2019-06-08,Carrosserie,11.82
6794,Provence-Alpes-Côte d'Azur,P1841,Pneumatique,57,843.95,F290189,2019-10-05,Carrosserie,30.79
1491,Provence-Alpes-Côte d'Azur,P5087,Moteur,38,615.28,F701370,2019-10-23,Accessoires,6.16
7696,Île-de-France,P9879,Électronique,88,212.02,F363830,2020-12-20,Carrosserie,9.0
2544,Auvergne-Rhône-Alpes,P9898,Embrayage,91,841.15,F151828,2019-03-26,Électronique,41.61
4151,Occitanie,P5433,Électronique,49,615.78,F245013,2020-02-07,Mécanique,18.77
5985,Provence-Alpes-Côte d'Azur,P1155,Électronique,11,215.67,F692255,2021-08-30,Accessoires,18.35
4454,Auvergne-Rhône-Alpes,P2942,Frein,62,310.71,F894081,2020-10-08,Carrosserie,40.8
3679,Occitanie,P8351,Frein,56,888.87,F912956,2021-07-06,Mécanique,49.87
9159,Nouvelle-Aquitaine,P2342,Électronique,12,610.56,F429163,2021-01-12,Carrosserie,15.11
3301,Nouvelle-Aquitaine,P6570,Embrayage,65,983.89,F713590,2019-04-13,Électronique,36.11
1704,Île-de-France,P7552,Moteur,39,219.33,F837102,2021-09-19,Mécanique,9.87
5174,Provence-Alpes-Côte d'Azur,P5138,Embrayage,24,694.05,F277009,2019-08-14,Accessoires,41.08
8038,Occitanie,P4825,Suspension,40,937.61,F616418,2021-12-04,Carrosserie,42.46
5084,Occitanie,P5747,Moteur,28,802.69,F220561,2021-01-31,Électronique,6.02
5772,Auvergne-Rhône-Alpes,P3420,Embrayage,31,581.71,F820381,2019-06-17,Mécanique,36.2
4978,Auvergne-Rhône-Alpes,P5648,Embrayage,21,779.54,F839762,2021-02-24,Électronique,16.76
8337,Occitanie,P8979,Transmission,10,578.45,F592684,2020-10-13,Mécanique,22.01
4090,Provence-Alpes-Côte d'Azur,P9635,Transmission,12,241.9,F757298,2021-06-13,Électronique,41.81
2479,Occitanie,P5568,Transmission,75,538.99,F343937,2020-12-17,Accessoires,11.89
1951,Île-de-France,P7403,Embrayage,36,886.41,F215844,2019-01-31,Carrosserie,12.52
3787,Occitanie,P8643,Électronique,26,757.45,F586079,2020-04-09,Carrosserie,17.0
3943,Provence-Alpes-Côte d'Azur,P8804,Pneumatique,12,552.17,F504517,2019-01-30,Électronique,35.42
7588,Nouvelle-Aquitaine,P6254,Transmission,7,165.56,F567769,2020-01-23,Électronique,6.18
3142,Occitanie,P7293,Transmission,5,249.09,F583345,2019-04-01,Électronique,25.62
5600,Nouvelle-Aquitaine,P7778,Embrayage,54,888.8,F144217,2021-04-28,Mécanique,37.58
9884,Île-de-France,P9314,Embrayage,72,87.11,F195913,2020-04-11,Accessoires,11.03
5218,Occitanie,P1353,Frein,48,254.46,F390747,2019-03-07,Accessoires,1.6
3329,Occitanie,P7587,Moteur,22,327.94,F530346,2021-06-26,Carrosserie,23.7
3416,Auvergne-Rhône-Alpes,P9353,Pneumatique,31,129.76,F312025,2019-02-10,Carrosserie,15.74
8213,Provence-Alpes-Côte d'Azur,P2754,Pneumatique,16,488.65,F879243,2019-07-14,Mécanique,0.01
2541,Auvergne-Rhône-Alpes,P3379,Moteur,47,935.63,F439839,2019-11-06,Mécanique,23.14
5975,Auvergne-Rhône-Alpes,P1228,Pneumatique,43,67.06,F294882,2020-04-30,Mécanique,2.43
1269,Nouvelle-Aquitaine,P1105,Moteur,35,253.88,F276022,2019-04-02,Mécanique,47.47
4307,Auvergne-Rhône-Alpes,P3498,Moteur,5,71.2,F208177,2019-09-21,Mécanique,23.26
8188,Occitanie,P4846,Transmission,4,960.02,F905114,2020-11-02,Mécanique,27.51
2955,Occitanie,P3336,Suspension,5,332.46,F853058,2021-03-22,Carrosserie,31.83
7834,Nouvelle-Aquitaine,P2140,Embrayage,12,116.04,F385913,2021-05-19,Électronique,7.16
7085,Auvergne-Rhône-Alpes,P7786,Frein,10,864.54,F271879,2019-06-06,Accessoires,4.37
6056,Occitanie,P4059,Transmission,40,384.97,F563765,2019-12-17,Électronique,1.09
6569,Île-de-France,P8120,Transmission,99,175.03,F461966,2020-01-25,Accessoires,33.13
4619,Occitanie,P2575,Transmission,98,532.49,F705690,2021-03-08,Mécanique,12.33
8743,Île-de-France,P3960,Moteur,3,455.54,F132945,2019-12-07,Carrosserie,8.02
9538,Auvergne-Rhône-Alpes,P5809,Électronique,12,703.97,F926581,2021-09-20,Carrosserie,17.81
4827,Provence-Alpes-Côte d'Azur,P7532,Moteur,80,276.13,F936641,2019-11-29,Accessoires,40.98
4484,Provence-Alpes-Côte d'Azur,P8704,Suspension,85,651.07,F996270,2020-01-05,Électronique,32.97
7801,Île-de-France,P3838,Pneumatique,15,425.36,F799874,2021-12-20,Électronique,22.19
3140,Auvergne-Rhône-Alpes,P7957,Moteur,48,153.09,F604148,2019-07-09,Carrosserie,26.95
2604,Occitanie,P7188,Suspension,96,187.76,F684815,2019-03-18,Électronique,42.31
6273,Occitanie,P4557,Pneumatique,99,203.91,F264191,2021-03-23,Électronique,13.25
2932,Occitanie,P4864,Pneumatique,51,589.17,F230710,2019-10-18,Électronique,24.6
7945,Île-de-France,P5361,Suspension,19,284.5,F659526,2019-11-14,Électronique,6.75
3876,Provence-Alpes-Côte d'Azur,P3963,Suspension,4,996.59,F239239,2021-12-12,Accessoires,0.61
7040,Auvergne-Rhône-Alpes,P3392,Moteur,1,518.37,F501055,2020-03-22,Accessoires,14.03
8203,Île-de-France,P3967,Électronique,61,692.0,F997069,2020-03-22,Électronique,6.03
3365,Auvergne-Rhône-Alpes,P8347,Transmission,93,862.45,F595914,2020-07-30,Carrosserie,9.69
9490,Provence-Alpes-Côte d'Azur,P2777,Moteur,85,892.06,F688738,2021-01-24,Accessoires,36.98
2303,Auvergne-Rhône-Alpes,P3843,Suspension,59,422.74,F230492,2021-07-02,Mécanique,36.56
9440,Île-de-France,P2703,Embrayage,54,615.47,F223292,2020-03-26,Accessoires,42.98
8573,Auvergne-Rhône-Alpes,P7840,Transmission,53,98.07,F512503,2020-08-18,Mécanique,7.75
1585,Île-de-France,P5052,Embrayage,97,111.46,F289219,2019-10-15,Mécanique,10.93
1657,Auvergne-Rhône-Alpes,P3434,Frein,36,73.96,F109567,2020-07-20,Carrosserie,35.44
4835,Occitanie,P7710,Frein,11,68.77,F702380,2019-07-24,Mécanique,10.24
4810,Île-de-France,P5951,Pneumatique,40,251.71,F709811,2020-05-18,Électronique,17.66
4251,Auvergne-Rhône-Alpes,P4503,Transmission,5,288.94,F679725,2021-07-26,Accessoires,9.4
2146,Île-de-France,P1080,Embrayage,100,425.15,F956759,2019-08-03,Accessoires,5.24
9665,Île-de-France,P4757,Pneumatique,95,403.7,F165329,2019-08-05,Accessoires,30.9
6935,Nouvelle-Aquitaine,P7493,Suspension,92,215.68,F387438,2021-03-20,Électronique,0.24
2746,Nouvelle-Aquitaine,P6071,Suspension,62,289.14,F573068,2020-07-04,Carrosserie,44.0
1025,Île-de-France,P9241,Transmission,25,842.85,F256482,2019-10-14,Carrosserie,19.2
4455,Nouvelle-Aquitaine,P3022,Frein,17,649.19,F808897,2021-06-04,Électronique,10.58
3430,Nouvelle-Aquitaine,P6410,Transmission,29,387.69,F393458,2020-05-29,Mécanique,9.65
2281,Provence-Alpes-Côte d'Azur,P5876,Moteur,22,578.5,F997172,2019-04-14,Accessoires,12.3
9909,Occitanie,P9813,Moteur,23,776.53,F566246,2021-12-09,Mécanique,21.16
4647,Occitanie,P3522,Frein,67,205.57,F574523,2021-06-23,Mécanique,40.26
8435,Nouvelle-Aquitaine,P6747,Frein,21,441.76,F540939,2021-09-03,Électronique,17.62
9295,Provence-Alpes-Côte d'Azur,P7136,Transmission,80,706.24,F195380,2019-01-08,Électronique,48.36
7037,Île-de-France,P4664,Électronique,59,564.7,F619623,2021-12-01,Carrosserie,27.44
5214,Nouvelle-Aquitaine,P4622,Pneumatique,10,939.95,F578354,2019-03-05,Accessoires,12.36
3142,Île-de-France,P4693,Embrayage,20,601.78,F402017,2019-04-20,Accessoires,19.94
7264,Provence-Alpes-Côte d'Azur,P9724,Embrayage,28,410.86,F443649,2020-05-15,Accessoires,35.5
4671,Nouvelle-Aquitaine,P9381,Électronique,88,506.39,F346142,2019-11-21,Carrosserie,30.18
1118,Auvergne-Rhône-Alpes,P8359,Moteur,50,414.48,F523897,2020-07-04,Mécanique,36.43
1653,Nouvelle-Aquitaine,P9343,Pneumatique,53,457.52,F657068,2020-07-26,Accessoires,10.89
9621,Auvergne-Rhône-Alpes,P3725,Électronique,99,264.71,F451721,2021-09-02,Carrosserie,32.64
5238,Auvergne-Rhône-Alpes,P4996,Moteur,2,485.15,F580686,2019-02-10,Accessoires,48.81
5664,Île-de-France,P8311,Moteur,37,376.71,F848767,2021-09-12,Mécanique,48.34
5928,Provence-Alpes-Côte d'Azur,P5554,Pneumatique,6,408.86,F591388,2019-01-10,Carrosserie,31.12
2294,Nouvelle-Aquitaine,P6096,Électronique,64,833.62,F339168,2020-06-13,Mécanique,15.06
3354,Auvergne-Rhône-Alpes,P8838,Transmission,42,70.5,F465859,2021-01-07,Carrosserie,1.18
4067,Auvergne-Rhône-Alpes,P3284,Pneumatique,4,732.33,F599967,2019-11-26,Électronique,18.27
9940,Occitanie,P9703,Électronique,34,711.1,F439075,2019-08-16,Accessoires,43.15
4839,Île-de-France,P6640,Transmission,98,873.52,F833667,2019-07-07,Accessoires,30.81
2587,Nouvelle-Aquitaine,P8808,Embrayage,64,542.5,F275360,2021-09-17,Mécanique,21.77
7077,Provence-Alpes-Côte d'Azur,P7206,Embrayage,19,197.69,F894550,2021-05-17,Mécanique,14.33
5805,Provence-Alpes-Côte d'Azur,P5849,Embrayage,71,643.74,F403806,2021-04-18,Mécanique,17.23
2725,Île-de-France,P1370,Suspension,70,712.28,F959905,2021-04-04,Carrosserie,20.07
8421,Provence-Alpes-Côte d'Azur,P6555,Transmission,3,378.97,F303226,2020-03-29,Carrosserie,25.93
4492,Nouvelle-Aquitaine,P2062,Électronique,22,850.95,F718322,2019-04-07,Électronique,47.28
6647,Occitanie,P7399,Électronique,92,904.0,F866302,2019-10-23,Accessoires,45.33
6132,Provence-Alpes-Côte d'Azur,P3787,Pneumatique,61,459.47,F371100,2021-04-13,Carrosserie,45.78
4944,Occitanie,P2698,Transmission,16,210.54,F978291,2020-04-15,Carrosserie,12.96
5258,Provence-Alpes-Côte d'Azur,P1392,Suspension,22,247.6,F564890,2021-03-03,Électronique,30.67
3854,Occitanie,P8403,Moteur,99,844.01,F654671,2019-12-13,Carrosserie,31.62
5169,Nouvelle-Aquitaine,P5438,Moteur,9,406.59,F970108,2020-10-22,Électronique,14.43
9144,Île-de-France,P2196,Embrayage,41,104.96,F882123,2021-12-11,Mécanique,28.56
9247,Nouvelle-Aquitaine,P9075,Embrayage,97,872.78,F194981,2020-08-24,Mécanique,20.01
8502,Auvergne-Rhône-Alpes,P6679,Suspension,80,573.01,F479743,2021-08-11,Accessoires,20.15
5483,Île-de-France,P3821,Pneumatique,69,529.96,F441463,2021-02-11,Carrosserie,28.96
1730,Nouvelle-Aquitaine,P1514,Pneumatique,88,181.37,F648599,2020-01-26,Électronique,0.97
6597,Provence-Alpes-Côte d'Azur,P6989,Suspension,24,623.02,F330625,2021-10-19,Accessoires,2.32
5333,Provence-Alpes-Côte d'Azur,P5526,Pneumatique,5,692.51,F349635,2021-04-14,Mécanique,20.57
1046,Occitanie,P4301,Moteur,38,513.13,F655311,2020-07-05,Carrosserie,34.54
6123,Provence-Alpes-Côte d'Azur,P1569,Frein,31,473.65,F409945,2020-03-30,Carrosserie,38.37
9016,Nouvelle-Aquitaine,P4923,Frein,36,281.07,F814667,2020-05-13,Carrosserie,30.83
3612,Nouvelle-Aquitaine,P2666,Transmission,63,614.83,F110711,2021-08-16,Accessoires,8.82
8442,Occitanie,P1483,Transmission,81,638.19,F769990,2020-03-01,Carrosserie,4.74
8530,Île-de-France,P6701,Pneumatique,67,910.17,F454264,2021-07-05,Électronique,19.44
6944,Occitanie,P9096,Embrayage,44,841.73,F971039,2019-02-22,Électronique,34.15
9135,Nouvelle-Aquitaine,P7779,Embrayage,81,982.15,F614355,2019-12-22,Accessoires,31.98
2282,Occitanie,P4002,Embrayage,48,570.45,F596996,2021-02-03,Électronique,32.11
2365,Île-de-France,P3612,Électronique,33,839.04,F828604,2019-09-22,Carrosserie,47.97
5848,Provence-Alpes-Côte d'Azur,P4808,Pneumatique,12,537.33,F410628,2020-12-18,Carrosserie,17.67
3695,Occitanie,P3237,Électronique,64,644.89,F790839,2019-08-08,Mécanique,34.35
5369,Provence-Alpes-Côte d'Azur,P1497,Pneumatique,21,253.96,F893386,2019-02-27,Accessoires,11.56
2269,Nouvelle-Aquitaine,P6431,Transmission,16,915.88,F528300,2021-08-20,Mécanique,1.18
6371,Île-de-France,P5731,Frein,62,659.61,F969402,2019-06-10,Mécanique,32.0
3616,Provence-Alpes-Côte d'Azur,P8615,Moteur,76,723.4,F833065,2021-09-03,Mécanique,6.96
4524,Provence-Alpes-Côte d'Azur,P9485,Électronique,93,365.81,F331678,2020-04-21,Mécanique,31.54
8676,Île-de-France,P8001,Transmission,23,570.6,F470416,2021-08-12,Mécanique,3.34
2610,Occitanie,P3857,Suspension,54,663.76,F171761,2020-07-15,Électronique,0.52
2891,Occitanie,P1266,Moteur,45,264.39,F298716,2020-04-28,Mécanique,19.81
8397,Nouvelle-Aquitaine,P8659,Embrayage,35,561.79,F705346,2021-04-24,Accessoires,37.2
1126,Auvergne-Rhône-Alpes,P8566,Embrayage,59,298.06,F499345,2019-09-18,Électronique,29.55
4463,Auvergne-Rhône-Alpes,P5374,Embrayage,78,831.62,F349262,2020-06-10,Carrosserie,21.1
9999,Île-de-France,P8162,Frein,84,372.42,F337815,2019-06-05,Électronique,23.58
3706,Occitanie,P5016,Frein,12,719.23,F704062,2021-03-05,Carrosserie,35.46
7263,Nouvelle-Aquitaine,P9046,Électronique,24,618.17,F590922,2021-02-22,Carrosserie,18.12
8615,Nouvelle-Aquitaine,P1338,Suspension,63,823.63,F696403,2019-12-14,Électronique,22.79
4694,Occitanie,P5609,Embrayage,29,74.52,F184082,2020-09-19,Accessoires,24.01
8431,Île-de-France,P9610,Embrayage,85,241.05,F105681,2021-06-18,Accessoires,42.49
9938,Auvergne-Rhône-Alpes,P4967,Embrayage,65,757.45,F570118,2020-12-25,Accessoires,7.19
4882,Île-de-France,P4666,Transmission,81,692.51,F613060,2020-12-02,Mécanique,12.12
5938,Auvergne-Rhône-Alpes,P6345,Moteur,93,471.34,F563101,2021-06-25,Accessoires,23.5
3725,Île-de-France,P4629,Électronique,41,960.52,F777125,2021-04-09,Carrosserie,1.1
1936,Auvergne-Rhône-Alpes,P1890,Électronique,23,283.76,F290029,2019-09-30,Mécanique,0.0
2957,Nouvelle-Aquitaine,P9770,Pneumatique,20,718.59,F502745,2021-02-21,Accessoires,6.28
7968,Nouvelle-Aquitaine,P6413,Électronique,19,261.18,F600210,2021-04-16,Mécanique,43.36
4748,Nouvelle-Aquitaine,P9598,Électronique,77,808.04,F140766,2020-10-21,Carrosserie,44.91
5620,Occitanie,P4387,Transmission,3,214.55,F373104,2021-07-02,Électronique,36.09
7786,Île-de-France,P6373,Suspension,86,411.36,F894007,2021-12-01,Carrosserie,10.9
5655,Île-de-France,P1931,Moteur,40,972.37,F220935,2021-08-27,Mécanique,48.32
7907,Nouvelle-Aquitaine,P8754,Pneumatique,80,544.22,F568948,2020-11-16,Carrosserie,46.33
5915,Auvergne-Rhône-Alpes,P5900,Moteur,96,179.09,F790037,2021-06-24,Accessoires,16.03
1559,Provence-Alpes-Côte d'Azur,P2243,Pneumatique,70,768.17,F707776,2019-11-30,Électronique,1.31
2622,Auvergne-Rhône-Alpes,P8796,Suspension,39,370.41,F467756,2019-09-02,Carrosserie,37.12
7084,Nouvelle-Aquitaine,P4390,Pneumatique,3,249.23,F236552,2021-11-28,Électronique,41.02
3724,Nouvelle-Aquitaine,P1158,Moteur,2,428.25,F193519,2021-03-02,Mécanique,48.69
4180,Île-de-France,P3907,Pneumatique,23,791.74,F349401,2020-12-09,Accessoires,8.06
4690,Auvergne-Rhône-Alpes,P6159,Électronique,80,178.47,F296875,2021-03-13,Accessoires,38.05
1450,Île-de-France,P9794,Transmission,2,223.99,F229574,2019-04-20,Carrosserie,38.43
9983,Auvergne-Rhône-Alpes,P2890,Moteur,1,950.31,F199780,2021-02-03,Mécanique,14.66
3852,Provence-Alpes-Côte d'Azur,P6520,Suspension,85,715.7,F180943,2020-08-30,Mécanique,10.08
3321,Nouvelle-Aquitaine,P7318,Suspension,38,687.76,F517801,2020-09-03,Mécanique,11.32
2043,Provence-Alpes-Côte d'Azur,P6036,Embrayage,77,54.94,F849331,2021-01-11,Carrosserie,4.93
8522,Île-de-France,P2336,Pneumatique,98,439.37,F832855,2020-03-08,Accessoires,39.98
3904,Auvergne-Rhône-Alpes,P4612,Pneumatique,27,78.45,F145043,2020-11-07,Carrosserie,9.26
8725,Provence-Alpes-Côte d'Azur,P9337,Suspension,72,847.22,F790398,2019-08-22,Mécanique,38.55
8260,Occitanie,P4478,Suspension,38,335.85,F454430,2021-12-28,Carrosserie,34.62
1309,Nouvelle-Aquitaine,P3108,Pneumatique,56,100.17,F192211,2020-05-28,Électronique,29.98
5277,Occitanie,P9131,Moteur,49,284.65,F541752,2019-11-07,Carrosserie,34.9
6513,Île-de-France,P2186,Transmission,4,594.78,F859983,2019-02-13,Accessoires,26.92
3899,Occitanie,P7116,Moteur,38,55.3,F640083,2020-03-29,Électronique,8.41
5760,Auvergne-Rhône-Alpes,P2716,Embrayage,68,506.32,F429566,2019-10-14,Mécanique,10.25
7766,Île-de-France,P5349,Pneumatique,65,71.49,F150439,2020-03-26,Mécanique,4.14
1798,Auvergne-Rhône-Alpes,P7696,Frein,61,514.11,F209651,2020-03-06,Électronique,21.45
4824,Occitanie,P4450,Moteur,95,377.42,F549947,2021-06-20,Accessoires,21.0
5309,Provence-Alpes-Côte d'Azur,P3175,Transmission,65,148.53,F890281,2019-09-16,Électronique,10.63
9191,Occitanie,P5198,Électronique,35,426.04,F891735,2020-11-23,Carrosserie,24.06
3195,Occitanie,P9037,Moteur,17,815.29,F671663,2020-02-03,Mécanique,33.9
1006,Auvergne-Rhône-Alpes,P8507,Électronique,15,254.31,F536102,2020-09-19,Accessoires,29.83
4092,Occitanie,P1488,Électronique,14,102.19,F242730,2020-08-18,Mécanique,30.39
1028,Nouvelle-Aquitaine,P6575,Embrayage,13,834.38,F884509,2021-11-18,Électronique,17.33
